Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
2022-01-22,Chandigarh,255,106.6,209.0,78.6,9.4,2.22,24.9,10.0,58.4
2022-01-22,Chennai,101,46.7,102.2,40.8,23.5,1.74,25.9,19.7,63.9
2022-01-22,Delhi,397,245.9,395.3,79.5,31.5,2.63,26.9,15.2,52.6
2022-01-22,Hyderabad,105,59.0,106.9,35.7,13.0,1.66,23.5,23.9,66.2
2022-01-22,Jaipur,326,154.4,258.3,57.3,8.5,2.11,22.8,11.8,57.5
2022-01-22,Kanpur,462,230.1,504.2,68.5,17.5,3.66,26.9,16.7,58.2
2022-01-22,Kolkata,316,140.3,295.3,61.5,22.9,1.61,34.9,17.4,64.5
2022-01-22,Lucknow,352,188.1,346.2,51.7,17.7,2.62,36.1,17.4,54.0
2022-01-22,Mumbai,157,77.0,122.7,48.0,21.4,1.73,30.7,17.9,52.3
2022-01-22,Patna,348,182.2,287.6,83.8,25.6,3.17,28.9,11.0,58.2
2022-01-22,Pune,110,56.7,115.0,32.0,10.8,1.3,23.4,20.5,49.3
2022-01-23,Ahmedabad,226,97.9,180.7,32.8,18.2,2.1,20.1,17.5,53.4
2022-01-23,Bengaluru,64,38.5,61.1,18.8,9.0,1.02,23.3,23.5,57.0
2022-01-23,Bhopal,130,68.8,145.3,37.3,15.6,1.84,31.8,18.1,47.6
2022-01-23,Chandigarh,247,104.1,182.6,46.1,12.2,1.81,30.5,13.7,43.0
2022-01-23,Chennai,104,51.6,105.3,28.7,27.1,1.3,16.2,23.6,58.8
2022-01-23,Delhi,361,198.7,300.0,76.6,24.9,3.46,20.2,13.9,49.9
2022-01-23,Hyderabad,177,83.2,174.3,32.6,9.3,1.58,28.5,22.2,66.6
2022-01-23,Jaipur,310,133.0,236.2,37.4,13.6,1.97,25.6,10.6,58.9
2022-01-23,Kanpur,356,192.3,368.6,60.3,22.3,3.31,30.5,12.6,58.6
2022-01-23,Kolkata,233,99.9,162.4,38.5,19.7,2.01,30.9,16.4,66.7
2022-01-23,Lucknow,321,147.1,277.6,51.8,37.4,2.46,41.7,15.3,48.8
2022-01-23,Mumbai,225,97.6,148.2,30.8,21.1,1.79,21.4,17.6,59.1
2022-01-23,Patna,343,176.4,342.2,56.9,25.6,2.56,26.9,13.8,49.5
2022-01-23,Pune,170,81.0,128.4,36.4,11.1,1.7,25.7,17.1,54.2
2022-01-24,Ahmedabad,264,109.3,201.7,58.7,,2.43,27.6,21.5,50.7
2022-01-24,Bengaluru,87,52.4,87.4,36.9,9.5,0.98,21.2,23.5,66.7
2022-01-24,Bhopal,180,84.0,161.6,47.8,13.5,1.52,30.0,14.0,38.1
2022-01-24,Chandigarh,304,125.7,240.9,78.7,13.2,2.24,32.4,12.4,45.0
2022-01-24,Chennai,112,58.1,117.5,47.2,22.9,1.28,18.7,23.0,66.5
2022-01-24,Delhi,336,166.8,344.1,95.9,17.9,3.17,29.2,13.4,61.0
2022-01-24,Hyderabad,124,67.3,107.1,35.4,12.0,1.73,34.4,23.7,47.4
2022-01-24,Jaipur,248,104.3,224.6,65.5,11.8,2.69,28.0,15.7,57.3
2022-01-24,Kanpur,351,186.7,320.5,66.0,32.4,3.69,36.3,13.3,53.2
2022-01-24,Kolkata,263,109.0,225.4,52.1,23.7,2.48,21.7,17.4,66.6
2022-01-24,Lucknow,342,174.9,282.6,84.8,27.4,3.01,30.2,11.9,54.5
2022-01-24,Mumbai,235,100.4,171.5,48.0,18.7,1.61,29.9,15.5,67.9
2022-01-24,Patna,342,174.1,365.8,79.9,31.0,2.46,44.1,13.2,67.0
2022-01-24,Pune,217,95.2,180.2,44.8,11.4,2.02,24.8,17.9,63.3
2022-01-25,Ahmedabad,173,81.8,161.5,43.5,23.7,1.87,30.3,20.8,54.1
2022-01-25,Bengaluru,81,43.1,80.9,39.3,9.4,1.0,21.4,27.1,59.5
2022-01-25,Bhopal,144,73.1,137.7,53.2,25.6,1.73,,13.8,48.3
2022-01-25,Chandigarh,263,109.0,214.4,63.5,12.8,2.16,20.9,14.6,52.5
2022-01-25,Chennai,90,48.9,89.9,40.7,19.7,1.29,22.9,24.1,62.1
2022-01-25,Delhi,375,217.7,370.3,75.6,23.3,3.27,33.0,12.0,55.5
2022-01-25,Hyderabad,109,58.3,114.2,43.6,12.3,1.45,22.7,23.1,53.5
2022-01-25,Jaipur,295,118.6,198.4,79.1,14.2,2.75,31.0,14.6,55.3
2022-01-25,Kanpur,374,215.7,408.6,103.3,23.8,3.79,23.4,14.9,67.4
2022-01-25,Kolkata,254,106.3,176.0,35.7,17.3,2.32,33.8,20.2,
2022-01-25,Lucknow,333,163.2,261.0,74.2,17.4,2.63,28.5,17.5,56.3
2022-01-25,Mumbai,269,110.6,171.9,58.2,22.8,1.58,21.8,18.3,61.2
2022-01-25,Patna,365,205.0,315.4,73.1,20.9,3.03,24.9,14.9,49.4
2022-01-25,Pune,120,61.3,130.5,49.6,11.8,1.8,25.1,19.7,46.6
2022-01-26,Ahmedabad,244,103.2,187.5,63.1,28.0,2.26,27.2,21.0,40.8
2022-01-26,Bengaluru,99,55.1,98.7,,9.9,0.95,20.0,23.5,57.8
2022-01-26,Bhopal,188,86.5,181.5,48.4,22.1,1.91,29.4,,51.2
2022-01-26,Chandigarh,313,,257.6,75.1,12.2,1.56,26.7,16.9,50.1
2022-01-26,Chennai,92,54.9,88.7,42.5,28.3,0.8,19.4,22.9,73.9
2022-01-26,Delhi,378,215.0,412.3,73.6,23.0,2.46,28.6,14.6,62.2
2022-01-26,Hyderabad,131,67.2,146.8,23.9,11.7,1.1,28.3,22.1,64.4
2022-01-26,Jaipur,333,162.8,275.5,49.7,8.7,3.06,31.7,13.6,55.5
2022-01-26,Kanpur,351,,372.8,93.7,20.3,2.95,24.3,16.8,61.9
2022-01-26,Kolkata,265,109.5,231.3,60.8,20.2,1.97,34.1,19.6,69.5
2022-01-26,Lucknow,352,187.5,294.1,82.9,20.4,2.63,24.5,14.1,61.4
2022-01-26,Mumbai,225,97.6,202.3,47.0,25.3,1.66,35.2,17.8,62.4
2022-01-26,Patna,346,180.0,384.1,72.3,26.2,2.22,25.9,13.2,59.7
2022-01-26,Pune,168,80.5,125.6,40.4,8.1,1.81,23.4,18.2,38.9
2022-01-27,Ahmedabad,206,91.7,142.2,46.5,22.5,2.17,25.0,19.4,53.7
2022-01-27,Bengaluru,83,49.7,80.9,29.1,10.9,1.03,17.1,28.2,59.3
2022-01-27,Bhopal,163,79.0,142.5,55.6,25.8,1.63,26.6,14.4,50.4
2022-01-27,Chandigarh,246,103.9,182.1,51.9,8.6,1.89,35.6,13.9,59.7
2022-01-27,Chennai,95,51.2,94.8,36.0,20.6,1.23,32.5,22.6,77.5
2022-01-27,Delhi,346,179.4,298.4,82.3,19.2,2.9,27.0,13.8,44.5
2022-01-27,Hyderabad,91,54.5,84.6,35.2,12.8,1.45,25.1,23.2,67.7
2022-01-27,Jaipur,276,112.8,244.5,63.8,13.8,2.56,36.7,14.5,40.1
2022-01-27,Kanpur,347,180.9,331.7,76.2,18.7,2.2,27.7,11.4,51.3
2022-01-27,Kolkata,276,112.8,201.1,64.9,20.0,2.22,27.8,15.9,70.2
2022-01-27,Lucknow,356,192.3,353.4,52.2,17.9,2.02,33.7,12.8,52.1
2022-01-27,Mumbai,281,114.2,206.7,51.7,21.9,1.67,23.8,16.2,63.8
2022-01-27,Patna,347,181.5,288.3,67.4,30.7,2.52,32.7,13.8,58.4
2022-01-27,Pune,204,91.2,195.3,49.8,11.3,1.59,25.5,18.2,39.4
2022-01-28,Ahmedabad,286,115.8,222.1,56.8,20.7,1.93,25.4,20.0,44.8
2022-01-28,Bengaluru,104,48.8,106.1,35.8,15.3,1.13,28.9,22.5,55.0
2022-01-28,Bhopal,133,69.8,121.9,42.3,9.9,1.53,29.9,16.7,47.5
2022-01-28,Chandigarh,300,120.2,229.6,66.2,10.0,2.3,35.3,11.4,52.9
2022-01-28,Chennai,88,52.9,86.2,27.2,16.4,1.1,25.8,25.9,67.8
2022-01-28,Delhi,341,172.9,288.0,70.5,33.4,4.53,25.3,13.3,57.0
2022-01-28,Hyderabad,148,74.5,142.4,36.7,9.7,1.4,21.2,22.5,60.2
2022-01-28,Jaipur,335,165.5,337.3,67.8,12.8,2.42,28.9,11.6,70.5
2022-01-28,Kanpur,363,201.3,315.5,71.9,24.4,3.86,29.3,14.7,45.6
2022-01-28,Kolkata,264,109.3,198.4,58.0,19.1,2.36,31.5,16.9,67.9
2022-01-28,Lucknow,334,164.4,313.2,61.1,23.5,3.26,30.1,12.6,42.1
2022-01-28,Mumbai,145,73.6,117.6,42.4,27.7,1.34,23.3,18.0,60.9
2022-01-28,Patna,333,162.8,314.8,87.7,24.4,2.63,45.9,12.2,60.3
2022-01-28,Pune,227,98.0,209.7,41.1,13.1,1.63,21.8,19.5,51.9
2022-01-29,Ahmedabad,275,112.6,211.0,40.4,26.7,2.26,24.1,21.2,43.9
2022-01-29,Bengaluru,109,54.5,113.7,39.1,,1.09,27.7,22.5,66.1
2022-01-29,Bhopal,219,95.8,175.7,52.2,23.1,1.36,25.4,17.0,46.6
2022-01-29,Chandigarh,252,105.5,208.0,55.0,11.4,2.13,31.7,14.0,61.7
2022-01-29,Chennai,89,52.5,88.6,43.2,25.1,1.34,26.8,24.8,75.4
2022-01-29,Delhi,390,236.9,379.3,94.2,26.5,2.98,31.3,11.5,53.6
2022-01-29,Hyderabad,67,39.9,63.5,53.7,11.0,1.23,27.6,25.0,59.2
2022-01-29,Jaipur,321,147.7,307.1,56.1,14.3,2.2,30.6,14.8,41.0
2022-01-29,Kanpur,379,218.3,413.1,79.1,27.0,3.3,28.7,16.0,50.4
2022-01-29,Kolkata,312,135.9,291.9,63.9,19.8,2.04,17.4,18.5,64.0
2022-01-29,Lucknow,366,183.4,402.8,55.9,16.8,2.37,28.9,11.8,56.1
2022-01-29,Mumbai,188,86.5,135.2,79.9,17.0,2.48,31.7,18.8,61.4
2022-01-29,Patna,344,177.6,331.8,70.5,25.6,2.95,45.1,15.9,58.1
2022-01-29,Pune,156,76.7,155.1,43.7,10.2,1.4,25.1,16.5,56.6
2022-01-30,Ahmedabad,259,107.6,191.6,46.9,20.7,1.93,31.9,20.1,46.4
2022-01-30,Bengaluru,82,49.3,74.7,26.2,3.3,1.04,20.2,25.0,58.6
2022-01-30,Bhopal,195,88.4,178.0,31.4,25.2,1.94,25.5,18.7,44.0
2022-01-30,Chandigarh,225,97.6,179.7,54.4,12.5,2.35,34.2,14.5,59.5
2022-01-30,Chennai,121,66.3,130.3,30.4,17.6,1.24,23.4,21.3,79.6
2022-01-30,Delhi,357,194.1,298.3,67.7,29.4,3.23,34.1,14.1,55.0
2022-01-30,Hyderabad,92,50.5,92.3,26.8,11.7,1.51,24.2,21.4,58.6
2022-01-30,Jaipur,299,119.6,222.5,65.1,15.4,2.32,27.0,17.0,67.6
2022-01-30,Kanpur,377,202.0,411.4,56.3,24.3,2.51,32.7,14.1,51.8
2022-01-30,Kolkata,241,102.2,162.9,42.5,16.7,2.01,26.6,19.2,63.7
2022-01-30,Lucknow,339,,295.7,57.9,24.3,2.34,30.8,15.4,55.6
2022-01-30,Mumbai,182,84.5,169.3,41.1,22.4,1.46,28.5,19.7,55.7
2022-01-30,Patna,354,190.2,366.0,55.7,14.6,3.05,35.1,12.2,63.6
2022-01-30,Pune,113,61.5,119.6,42.3,9.0,1.55,27.2,18.8,49.3
2022-01-31,Ahmedabad,301,121.2,223.2,45.7,16.7,2.34,26.7,16.0,45.6
2022-01-31,Bengaluru,72,40.4,72.2,34.1,11.1,1.18,33.5,25.6,60.4
2022-01-31,Bhopal,143,73.0,141.9,56.3,27.0,1.94,28.6,18.9,39.2
2022-01-31,Chandigarh,304,125.2,233.2,84.0,13.4,2.24,31.4,11.6,51.1
2022-01-31,Chennai,102,,103.2,37.4,25.2,1.17,27.9,24.2,70.6
2022-01-31,Delhi,349,183.5,298.6,120.0,34.6,3.9,34.2,12.6,48.3
2022-01-31,Hyderabad,112,62.6,118.1,34.8,9.9,1.38,29.8,28.2,71.6
2022-01-31,Jaipur,314,138.2,217.5,78.9,12.4,2.16,23.1,11.7,66.5
2022-01-31,Kanpur,358,185.5,396.0,79.1,19.2,4.05,37.3,14.5,62.0
2022-01-31,Kolkata,270,111.0,215.7,59.1,24.2,1.96,36.6,16.4,70.9
2022-01-31,Lucknow,351,186.3,308.0,92.0,27.8,2.99,37.0,10.6,59.8
2022-01-31,Mumbai,182,84.7,181.1,48.5,25.7,2.02,32.7,19.8,54.6
2022-01-31,Patna,327,154.9,233.8,94.6,19.6,2.93,34.7,15.0,58.6
2022-01-31,Pune,101,60.2,94.5,52.4,9.9,1.35,24.8,17.4,48.8
2022-02-01,Ahmedabad,191,87.3,157.7,40.3,26.7,1.74,24.7,22.4,51.0
2022-02-01,Bengaluru,81,42.4,80.5,34.0,13.5,0.97,30.8,24.4,63.9
2022-02-01,Bhopal,166,79.7,148.8,31.4,23.0,,18.5,21.4,24.3
2022-02-01,Chandigarh,160,78.1,166.5,47.5,10.7,1.24,35.9,14.8,40.6
2022-02-01,Chennai,100,46.9,100.3,26.3,31.2,1.34,29.6,26.5,69.9
2022-02-01,Delhi,349,181.1,388.8,49.2,28.9,2.66,29.3,17.2,46.6
2022-02-01,Hyderabad,90,50.2,89.5,26.9,11.0,0.97,23.4,24.1,65.3
2022-02-01,Jaipur,245,103.6,208.1,49.0,10.6,2.48,24.8,18.4,41.5
2022-02-01,Kanpur,240,101.9,217.1,50.5,22.9,2.44,41.7,16.0,47.4
2022-02-01,Kolkata,180,84.0,182.1,39.7,25.1,1.97,35.4,20.4,61.2
2022-02-01,Lucknow,320,146.2,229.1,61.2,13.2,2.31,30.1,20.1,48.3
2022-02-01,Mumbai,161,78.4,125.5,36.8,19.0,1.26,23.0,20.9,51.8
2022-02-01,Patna,319,145.1,279.4,59.3,22.5,2.67,30.9,18.6,40.7
2022-02-01,Pune,113,58.4,119.4,41.4,8.6,1.5,35.5,27.0,49.8
2022-02-02,Ahmedabad,218,95.5,180.9,50.7,20.7,2.31,24.5,27.9,42.3
2022-02-02,Bengaluru,63,37.8,57.5,36.0,6.0,1.23,34.2,27.0,58.2
2022-02-02,Bhopal,94,56.7,89.5,39.1,23.5,1.19,29.0,19.9,47.8
2022-02-02,Chandigarh,133,69.7,149.3,55.5,7.9,1.51,21.2,16.9,45.4
2022-02-02,Chennai,82,49.1,76.3,33.9,18.2,0.94,29.6,26.9,71.6
2022-02-02,Delhi,329,157.3,250.8,64.1,25.2,3.04,19.7,17.6,46.1
2022-02-02,Hyderabad,94,47.9,93.9,39.4,9.7,1.0,24.7,26.5,65.5
2022-02-02,Jaipur,208,92.4,140.9,53.1,10.1,2.06,32.4,17.4,39.8
2022-02-02,Kanpur,322,148.6,230.6,76.9,23.5,2.99,30.7,19.3,44.6
2022-02-02,Kolkata,195,88.4,166.6,48.6,18.0,2.01,25.0,21.1,70.0
2022-02-02,Lucknow,307,128.5,246.8,52.1,22.8,2.35,32.3,17.4,45.2
2022-02-02,Mumbai,140,72.1,110.3,40.7,29.5,1.26,22.7,19.6,52.8
2022-02-02,Patna,350,185.0,282.3,65.0,23.6,2.1,35.5,17.9,35.9
2022-02-02,Pune,161,78.3,124.7,31.3,12.8,1.36,39.0,24.3,54.3
2022-02-03,Ahmedabad,270,111.1,185.1,,20.2,1.74,33.0,22.4,45.4
2022-02-03,Bengaluru,91,54.6,82.9,36.6,12.2,1.18,32.1,26.0,53.0
2022-02-03,Bhopal,103,59.9,104.3,38.4,22.0,1.46,26.6,16.3,44.5
2022-02-03,Chandigarh,188,86.5,144.0,40.0,8.7,1.66,34.5,17.8,38.4
2022-02-03,Chennai,79,42.2,78.6,25.3,21.2,1.08,28.5,24.9,73.0
2022-02-03,Delhi,332,161.6,296.5,69.9,32.8,1.92,42.3,17.4,44.6
2022-02-03,Hyderabad,102,49.6,102.8,33.2,10.3,1.21,34.8,24.0,52.0
2022-02-03,Jaipur,307,129.5,244.3,42.0,7.6,2.22,38.0,19.9,44.3
2022-02-03,Kanpur,318,143.7,271.3,38.2,9.3,2.82,43.7,21.4,44.9
2022-02-03,Kolkata,221,96.2,181.8,39.4,23.3,1.84,20.9,22.0,62.0
2022-02-03,Lucknow,254,106.2,198.3,41.7,18.8,1.6,24.3,18.8,43.7
2022-02-03,Mumbai,150,75.1,148.8,38.7,29.6,1.28,28.0,21.2,64.2
2022-02-03,Patna,315,139.1,210.8,59.6,21.9,2.51,38.1,20.5,48.0
2022-02-03,Pune,117,59.8,125.8,41.5,13.4,1.58,27.6,19.7,44.8
2022-02-04,Ahmedabad,212,93.7,187.0,53.5,24.4,1.34,26.4,19.2,53.5
2022-02-04,Bengaluru,80,42.0,80.2,21.5,9.0,0.83,29.4,27.6,61.4
2022-02-04,Bhopal,115,64.6,110.2,51.9,26.7,1.8,23.4,20.4,40.1
2022-02-04,Chandigarh,177,83.0,166.2,54.4,13.8,1.64,37.2,16.2,55.7
2022-02-04,Chennai,102,53.7,103.1,20.5,16.8,1.15,28.8,23.4,72.6
2022-02-04,Delhi,313,136.3,294.9,72.4,32.9,2.93,39.5,21.1,47.6
2022-02-04,Hyderabad,96,53.4,96.1,39.8,9.6,1.19,31.7,27.0,50.3
2022-02-04,Jaipur,302,122.6,261.1,49.9,9.8,2.02,35.9,17.3,43.3
2022-02-04,Kanpur,302,122.5,183.9,54.0,32.0,3.16,38.8,18.0,37.2
2022-02-04,Kolkata,185,85.5,184.7,59.8,20.9,1.64,26.7,25.6,67.8
2022-02-04,Lucknow,302,122.6,220.1,62.8,23.3,2.45,40.6,17.5,33.9
2022-02-04,Mumbai,156,76.9,116.3,46.2,13.8,1.05,21.2,21.2,48.8
2022-02-04,Patna,311,134.3,280.9,79.3,24.9,2.95,29.4,16.0,47.2
2022-02-04,Pune,114,64.3,101.5,37.7,8.6,1.59,17.1,24.8,47.0
2022-02-05,Ahmedabad,223,96.9,192.1,60.7,15.6,1.52,23.1,24.7,47.4
2022-02-05,Bengaluru,66,32.8,65.7,29.5,11.8,1.01,28.3,28.9,54.7
2022-02-05,Bhopal,123,66.5,134.3,50.0,14.6,1.56,30.1,19.9,36.8
2022-02-05,Chandigarh,127,68.2,136.3,41.9,11.7,1.39,44.1,21.3,54.3
2022-02-05,Chennai,84,50.3,84.0,24.2,20.6,1.07,23.3,24.1,69.7
2022-02-05,Delhi,340,172.0,334.1,59.6,29.2,2.05,41.8,17.7,52.0
2022-02-05,Hyderabad,111,53.9,116.5,27.7,10.8,1.08,40.5,24.4,54.2
2022-02-05,Jaipur,261,108.3,197.1,44.0,9.5,,34.5,16.1,50.5
2022-02-05,Kanpur,342,174.6,375.1,68.3,21.2,2.42,26.5,20.0,44.4
2022-02-05,Kolkata,214,94.2,170.4,44.8,21.8,1.26,29.8,20.1,66.9
2022-02-05,Lucknow,299,119.6,225.0,50.1,23.8,2.98,31.5,,37.1
2022-02-05,Mumbai,171,81.3,161.0,37.6,25.2,0.99,30.0,22.9,61.5
2022-02-05,Patna,317,142.2,289.3,54.6,16.6,2.31,26.8,15.5,42.7
2022-02-05,Pune,91,54.4,88.8,45.5,11.0,1.18,29.9,24.0,44.7
2022-02-06,Ahmedabad,200,89.9,165.2,33.0,23.7,1.52,29.4,22.7,48.5
2022-02-06,Bengaluru,85,46.2,84.5,23.5,6.6,0.94,21.7,29.9,55.8
2022-02-06,Bhopal,143,73.0,145.7,29.3,16.3,1.12,35.6,19.5,31.9
2022-02-06,Chandigarh,206,91.8,147.8,20.0,14.0,1.54,39.8,17.2,42.9
2022-02-06,Chennai,91,52.9,91.4,29.4,23.9,0.87,32.5,24.1,76.2
2022-02-06,Delhi,345,179.0,279.0,38.2,24.1,2.05,33.2,20.7,48.8
2022-02-06,Hyderabad,123,66.8,133.0,23.1,8.2,1.06,26.2,24.7,56.7
2022-02-06,Jaipur,307,128.6,199.2,34.1,10.0,2.04,32.4,16.4,53.6
2022-02-06,Kanpur,336,166.6,284.0,39.1,27.7,2.05,32.6,18.0,45.7
2022-02-06,Kolkata,204,91.2,145.4,30.2,29.0,1.54,35.1,18.6,69.6
2022-02-06,Lucknow,327,155.2,295.4,53.7,21.5,2.08,45.2,19.1,31.7
2022-02-06,Mumbai,106,61.9,101.3,28.7,20.3,1.88,30.8,21.1,54.5
2022-02-06,Patna,323,149.9,300.6,54.9,26.7,2.34,50.5,15.6,42.5
2022-02-06,Pune,100,58.7,100.0,32.7,14.1,1.48,23.4,23.0,50.3
2022-02-07,Ahmedabad,242,102.6,205.6,56.7,,1.59,26.9,26.6,62.2
2022-02-07,Bengaluru,86,51.8,81.7,23.2,12.2,0.94,28.2,26.3,42.5
2022-02-07,Bhopal,108,62.3,108.1,39.7,,1.35,20.5,21.6,44.7
2022-02-07,Chandigarh,176,82.9,170.9,50.3,10.3,1.84,39.4,18.1,58.3
2022-02-07,Chennai,85,39.4,84.8,27.9,18.2,0.71,28.2,21.3,69.2
2022-02-07,Delhi,316,140.2,235.2,54.4,21.1,2.61,44.2,19.1,31.3
2022-02-07,Hyderabad,89,53.7,82.2,35.2,11.2,1.12,32.6,26.7,60.4
2022-02-07,Jaipur,282,114.7,217.3,66.0,11.8,2.19,29.2,18.3,48.3
2022-02-07,Kanpur,287,116.0,221.4,60.0,23.0,2.42,34.9,16.1,44.8
2022-02-07,Kolkata,169,80.7,174.2,44.5,24.9,1.33,30.8,22.3,68.4
2022-02-07,Lucknow,313,136.9,223.8,63.1,15.3,2.27,35.9,18.7,48.5
2022-02-07,Mumbai,146,73.8,160.3,47.4,21.2,1.62,29.9,20.8,48.0
2022-02-07,Patna,310,133.1,269.1,67.2,26.4,2.49,39.8,20.8,44.7
2022-02-07,Pune,143,72.8,115.8,35.5,13.0,1.38,31.0,21.7,60.6
2022-02-08,Ahmedabad,283,114.9,216.6,57.3,21.4,1.81,33.5,26.5,56.6
2022-02-08,Bengaluru,81,45.9,80.6,33.7,9.7,0.82,29.8,26.0,68.2
2022-02-08,Bhopal,162,78.6,144.5,44.3,34.4,1.65,36.5,18.9,32.3
2022-02-08,Chandigarh,258,107.3,208.5,35.2,9.8,1.5,25.6,14.0,51.1
2022-02-08,Chennai,66,30.4,66.1,35.5,17.7,1.17,19.3,26.8,77.1
2022-02-08,Delhi,333,163.5,336.8,82.7,14.3,2.27,40.5,15.2,53.9
2022-02-08,Hyderabad,85,50.8,80.3,39.2,14.3,0.98,29.5,26.5,57.6
2022-02-08,Jaipur,309,132.1,211.8,57.4,8.7,1.28,26.8,19.7,55.3
2022-02-08,Kanpur,331,160.3,346.8,50.5,28.6,2.33,30.3,18.2,37.8
2022-02-08,Kolkata,206,91.9,193.2,51.0,14.0,1.64,32.0,18.7,58.7
2022-02-08,Lucknow,329,157.4,277.6,69.7,34.1,2.48,35.8,18.8,
2022-02-08,Mumbai,150,75.0,158.1,46.0,30.6,1.29,32.2,20.8,63.6
2022-02-08,Patna,316,140.6,307.0,76.3,19.8,2.43,38.1,20.1,35.1
2022-02-08,Pune,116,64.8,109.2,37.6,8.0,1.37,21.8,23.2,38.4
2022-02-09,Ahmedabad,227,98.1,147.1,43.0,21.2,1.71,27.6,22.1,39.3
2022-02-09,Bengaluru,73,44.0,70.1,32.0,9.5,0.85,32.9,25.9,58.0
2022-02-09,Bhopal,130,68.9,141.5,39.1,20.7,1.24,33.5,18.6,37.7
2022-02-09,Chandigarh,138,71.3,148.8,41.4,12.3,1.55,35.6,15.9,44.2
2022-02-09,Chennai,77,46.0,76.2,31.8,23.8,1.14,29.6,22.4,70.8
2022-02-09,Delhi,337,167.8,342.8,74.7,29.6,2.58,38.1,18.5,39.8
2022-02-09,Hyderabad,101,55.8,101.0,37.1,12.1,1.02,22.3,26.2,54.9
2022-02-09,Jaipur,204,91.2,165.9,48.3,11.3,2.31,40.2,19.7,34.7
2022-02-09,Kanpur,302,122.9,269.9,76.6,20.5,2.53,30.4,19.4,38.8
2022-02-09,Kolkata,247,104.2,212.2,40.5,24.2,1.71,43.1,20.0,68.1
2022-02-09,Lucknow,316,141.0,254.3,69.8,22.9,1.7,33.4,17.0,48.5
2022-02-09,Mumbai,124,67.2,103.1,45.3,26.8,1.08,22.9,22.4,58.8
2022-02-09,Patna,322,149.2,311.0,58.0,28.5,2.46,34.0,15.9,38.6
2022-02-09,Pune,105,49.4,106.9,40.8,11.2,1.34,26.2,22.8,44.1
2022-02-10,Ahmedabad,184,85.2,184.5,53.2,24.4,1.29,27.2,22.6,53.8
2022-02-10,Bengaluru,99,52.6,98.8,37.4,8.6,1.02,32.4,19.8,54.1
2022-02-10,Bhopal,99,59.1,94.6,34.1,21.8,1.35,27.5,19.2,40.7
2022-02-10,Chandigarh,228,98.5,181.3,55.6,8.5,1.66,34.2,18.2,60.2
2022-02-10,Chennai,102,49.6,103.0,33.4,21.2,0.92,24.6,28.4,64.6
2022-02-10,Delhi,326,154.1,247.1,76.6,19.2,2.44,46.4,16.7,40.1
2022-02-10,Hyderabad,104,52.5,105.7,30.0,8.8,1.14,20.9,24.4,50.1
2022-02-10,Jaipur,221,96.2,154.3,46.6,11.3,2.21,41.6,18.0,40.9
2022-02-10,Kanpur,321,147.9,299.1,69.7,21.2,2.61,49.5,15.1,39.9
2022-02-10,Kolkata,128,64.5,141.9,53.7,24.4,1.92,25.7,24.0,58.8
2022-02-10,Lucknow,307,129.4,257.7,69.2,31.0,2.26,34.3,19.3,41.5
2022-02-10,Mumbai,124,67.1,120.6,42.7,17.5,1.49,27.1,21.2,65.3
2022-02-10,Patna,317,142.1,290.4,84.6,25.8,2.47,28.2,15.8,49.8
2022-02-10,Pune,128,68.5,110.5,42.6,9.5,0.96,23.9,24.9,48.5
2022-02-11,Ahmedabad,175,82.4,159.4,41.6,17.4,1.73,31.9,22.1,48.0
2022-02-11,Bengaluru,68,40.6,68.0,18.9,9.4,0.76,24.9,25.4,61.2
2022-02-11,Bhopal,143,72.8,152.6,38.8,18.9,1.39,31.5,17.9,41.6
2022-02-11,Chandigarh,213,93.9,189.3,48.3,11.5,1.7,28.5,18.4,42.0
2022-02-11,Chennai,103,49.5,104.6,33.0,28.8,1.1,31.4,24.5,68.8
2022-02-11,Delhi,334,164.7,290.4,79.9,28.6,2.8,40.3,22.2,43.8
2022-02-11,Hyderabad,98,59.0,97.1,39.8,8.9,1.06,34.0,27.3,62.7
2022-02-11,Jaipur,266,109.8,210.5,54.3,10.9,2.2,42.2,15.4,43.6
2022-02-11,Kanpur,316,141.2,237.8,51.2,30.8,1.86,34.5,19.9,44.8
2022-02-11,Kolkata,251,105.4,203.0,55.3,26.7,1.51,43.9,19.4,64.8
2022-02-11,Lucknow,310,133.4,223.3,60.6,21.4,2.1,36.8,20.3,39.9
2022-02-11,Mumbai,152,75.7,158.1,45.4,15.4,1.72,31.0,21.0,58.1
2022-02-11,Patna,312,135.1,230.5,92.5,21.4,2.35,29.8,20.0,48.2
2022-02-11,Pune,123,,134.0,26.4,10.5,1.31,29.4,24.4,52.9
2022-02-12,Ahmedabad,170,81.1,164.7,32.5,26.8,1.33,26.7,24.8,51.4
2022-02-12,Bengaluru,78,39.4,,31.5,7.5,0.98,22.2,25.3,61.2
2022-02-12,Bhopal,191,87.3,150.6,38.1,20.1,1.24,,16.7,39.6
2022-02-12,Chandigarh,139,71.8,136.0,47.9,9.7,1.46,25.2,,52.1
2022-02-12,Chennai,96,57.4,94.9,16.9,14.0,1.41,26.0,24.3,66.5
2022-02-12,Delhi,305,126.1,249.6,67.7,30.8,1.89,28.4,15.1,40.2
2022-02-12,Hyderabad,119,60.9,129.1,30.0,14.8,1.06,28.2,26.4,64.0
